[\\mb-fps3\Data\Data_T2\Res_Sa2_25\San_Lea_25.225|0|0],"","",""
MJRAW.SLIPA[13].TtwrawA574,"1,331,473","","Gross revenue of the corporation for the second preceding taxation year"
MJRAW.SLIPA[14].TtwrawA344,"Y","Y","Always keep the link and offer to restore it when in error"
MJRAW.SLIPA[14].TtwrawA16,"1","1","Association code"
MJRAW.SLIPA[14].TtwrawA458,"53,560","","Taxable capital employed in Canada for the preceding taxation year"
MJRAW.SLIPA[14].TtwrawA524,"0","0","Taxable income of prior taxation year"
MJRAW.SLIPA[14].TtwrawA22,"0","0","Reduced business limit of the last taxation year ending in the preceding calendar year"
MJRAW.SLIPA[14].TtwrawA601,"","0.00000","Percentage assigned"
MJRAW.SLIPA[14].TtwrawA195,"0.000000","0.000000","Percentage of the business limit"
MJRAW.SLIPA[14].TtwrawA372,"53,560","0","Taxable capital employed in Canada in the last taxation year"
MJRAW.SLIPA[14].TtwrawA308,"0","0","Total adjusted aggregate investment income for taxation years that end in the preceding calendar year"
MJRAW.SLIPA[14].TtwrawA460,"57,869","100","Assets as per the financial statements of the prior taxation year"
MJRAW.SLIPA[14].TtwrawA527,"1.000000","1.000000","Percentage allocated"
MJRAW.SLIPA[14].TtwrawA279,"President","President","Position or title of authorized representative"
MJRAW.SLIPA[14].TtwrawA491,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[14].TtwrawA472,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[14].TtwrawA482,"50,000","50,000","Allocation of the basic amount for the taxation year"
MJRAW.SLIPA[14].TtwrawA484,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[14].TtwrawA159,"2023-12-04","","Previous taxation year-start"
MJRAW.SLIPA[14].TtwrawA160,"2024-03-31","","Previous taxation year-end"
MJRAW.SLIPA[14].TtwrawA522,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[14].TtwrawA1,"9504-7510 Québec Inc.","9504-7510 Québec Inc.","Name of associated eligible persons and partnerships"
MJRAW.SLIPA[14].TtwrawA3,"78926 9024 RC0001","78926 9024 RC0001","Business number of the associated corporations"
MJRAW.SLIPA[14].TtwrawA196,"2024-04-01","2023-12-04","Taxation year-start"
MJRAW.SLIPA[14].TtwrawA74,"2025-03-31","2024-03-31","Taxation year-end"
MJRAW.SLIPA[14].TtwrawA459,"594,303","53,560","Taxable capital employed in Canada for the year"
MJRAW.SLIPA[14].TtwrawA463,"57,869","","Schedule 511 – Total assets in the last taxation year"
MJRAW.SLIPA[14].TtwrawA464,"1,122,903","57,869","Schedule 511 – Total assets for the year"
MJRAW.SLIPA[14].TtwrawA466,"1,316,586","","Schedule 511 – Total revenue for the year"
MJRAW.SLIPA[14].TtwrawA153,"1179332854","1179332854","Québec enterprise number (NEQ)"
MJRAW.SLIPA[14].TtwrawA154,"1231207348 IC 0001","1231207348 IC 0001","Québec identification number"
MJRAW.SLIPA[14].TtwrawA469,"","","Paid-up capital of the second prior taxation year"
MJRAW.SLIPA[14].TtwrawA470,"53,560","100","Paid-up capital of prior taxation year"
MJRAW.SLIPA[14].TtwrawA13,"100","","Assets as per the financial statements of the second prior taxation year"
MJRAW.SLIPA[14].TtwrawA162,"President","President","Title or position of authorized representative"
MJRAW.SLIPA[15].TtwrawA344,"Y","","Always keep the link and offer to restore it when in error"
MJRAW.SLIPA[15].TtwrawA16,"1","","Association code"
MJRAW.SLIPA[15].TtwrawA524,"0","","Taxable income of prior taxation year"
MJRAW.SLIPA[15].TtwrawA22,"0","","Reduced business limit of the last taxation year ending in the preceding calendar year"
MJRAW.SLIPA[15].TtwrawA195,"0.000000","","Percentage of the business limit"
MJRAW.SLIPA[15].TtwrawA372,"0","","Taxable capital employed in Canada in the last taxation year"
MJRAW.SLIPA[15].TtwrawA308,"0","","Total adjusted aggregate investment income for taxation years that end in the preceding calendar year"
MJRAW.SLIPA[15].TtwrawA460,"150","","Assets as per the financial statements of the prior taxation year"
MJRAW.SLIPA[15].TtwrawA527,"1.000000","","Percentage allocated"
MJRAW.SLIPA[15].TtwrawA482,"50,000","","Allocation of the basic amount for the taxation year"
MJRAW.SLIPA[15].TtwrawA1,"9525-2854 Québec Inc.","","Name of associated eligible persons and partnerships"
MJRAW.SLIPA[15].TtwrawA3,"71004 5758 RC0001","","Business number of the associated corporations"
MJRAW.SLIPA[15].TtwrawA196,"2024-09-20","","Taxation year-start"
MJRAW.SLIPA[15].TtwrawA74,"2025-03-31","","Taxation year-end"
MJRAW.SLIPA[15].TtwrawA459,"255,940","","Taxable capital employed in Canada for the year"
MJRAW.SLIPA[15].TtwrawA464,"416,899","","Schedule 511 – Total assets for the year"
MJRAW.SLIPA[15].TtwrawA466,"114,640","","Schedule 511 – Total revenue for the year"
MJRAW.SLIPA[15].TtwrawA153,"1180201031","","Québec enterprise number (NEQ)"
MJRAW.SLIPA[15].TtwrawA154,"1232066977 IC 0001","","Québec identification number"
MJRAW.SLIPA[15].TtwrawA470,"150","","Paid-up capital of prior taxation year"
MJRAW.SLIPA[15].TtwrawA162,"Treasurer","","Title or position of authorized representative"
FDFED.Ttwfed216,"N","N","Is the corporation an authorized foreign bank?"
MJRAW.SLIPA[2].TtwrawA304,"0.000000","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[2].TtwrawA302,"0","","Reduced business limit"
MJRAW.SLIPA[2].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[2].TtwrawA305,"0","","SBD"
MJRAW.SLIPA[2].TtwrawA347,"0","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[3].TtwrawA304,"0.000000","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[3].TtwrawA302,"0","","Reduced business limit"
MJRAW.SLIPA[3].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[3].TtwrawA305,"0","","SBD"
MJRAW.SLIPA[3].TtwrawA347,"0","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[4].TtwrawA304,"0.186677","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[4].TtwrawA302,"87,051","","Reduced business limit"
MJRAW.SLIPA[4].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[4].TtwrawA305,"16,540","","SBD"
MJRAW.SLIPA[4].TtwrawA347,"2,325","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[5].TtwrawA304,"0.000000","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[5].TtwrawA302,"0","","Reduced business limit"
MJRAW.SLIPA[5].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[5].TtwrawA305,"0","","SBD"
MJRAW.SLIPA[5].TtwrawA347,"0","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[6].TtwrawA304,"0.000000","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[6].TtwrawA302,"0","","Reduced business limit"
MJRAW.SLIPA[6].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[6].TtwrawA305,"0","","SBD"
MJRAW.SLIPA[6].TtwrawA347,"0","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[7].TtwrawA304,"0.647130","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[7].TtwrawA302,"193,447","","Reduced business limit"
MJRAW.SLIPA[7].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[7].TtwrawA305,"36,755","","SBD"
MJRAW.SLIPA[7].TtwrawA347,"229,599","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[8].TtwrawA304,"0.219242","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[8].TtwrawA302,"106,396","","Reduced business limit"
MJRAW.SLIPA[8].TtwrawA303,"367","","Unused business limit"
MJRAW.SLIPA[8].TtwrawA305,"20,146","","SBD"
MJRAW.SLIPA[8].TtwrawA347,"29,568","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[9].TtwrawA304,"0.000000","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[9].TtwrawA302,"","","Reduced business limit"
MJRAW.SLIPA[9].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[9].TtwrawA305,"0","","SBD"
MJRAW.SLIPA[9].TtwrawA347,"0","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[10].TtwrawA304,"0.000000","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[10].TtwrawA302,"0","","Reduced business limit"
MJRAW.SLIPA[10].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[10].TtwrawA305,"0","","SBD"
MJRAW.SLIPA[10].TtwrawA347,"0","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[11].TtwrawA304,"0.000000","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[11].TtwrawA302,"0","","Reduced business limit"
MJRAW.SLIPA[11].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[11].TtwrawA305,"0","","SBD"
MJRAW.SLIPA[11].TtwrawA347,"0","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[12].TtwrawA304,"0.000000","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[12].TtwrawA302,"0","","Reduced business limit"
MJRAW.SLIPA[12].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[12].TtwrawA305,"0","","SBD"
MJRAW.SLIPA[12].TtwrawA347,"0","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[13].TtwrawA304,"0.577153","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[13].TtwrawA302,"72,542","","Reduced business limit"
MJRAW.SLIPA[13].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[13].TtwrawA305,"13,783","","SBD"
MJRAW.SLIPA[13].TtwrawA347,"148,737","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[14].TtwrawA304,"0.000000","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[14].TtwrawA302,"0","","Reduced business limit"
MJRAW.SLIPA[14].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[14].TtwrawA305,"0","","SBD"
MJRAW.SLIPA[14].TtwrawA347,"0","","Closing balance of the general rate income pool (GRIP)"
MJRAW.SLIPA[15].TtwrawA304,"0.000000","","Percentage required to maximize the SBD %"
MJRAW.SLIPA[15].TtwrawA302,"0","","Reduced business limit"
MJRAW.SLIPA[15].TtwrawA303,"0","","Unused business limit"
MJRAW.SLIPA[15].TtwrawA305,"0","","SBD"
MJRAW.SLIPA[15].TtwrawA347,"0","","Closing balance of the general rate income pool (GRIP)"
FDRDW.Ttwrdw167,"(514) 887-8685","(514) 887-8685","Telephone number/extension"
FDRDW.Ttwrdw488,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Name of authorized signing officer of the corporation, or individual (print)"
FDLAR.Ttwlar6,"302,447","280,280","Part 1 – All loans and advances to the corporation"
FDLAR.Ttwlar18,"370,606","311,283","Part 2 – A loan or advance to another corporation (other than a financial institution)"
MJRAW.SLIPA[2].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[2].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[2].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[3].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[3].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[3].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[4].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[4].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[4].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[5].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[5].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[5].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[6].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[6].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[6].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[7].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[7].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[7].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[8].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[8].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[8].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[9].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[9].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[9].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[10].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[10].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[10].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[11].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[11].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[11].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[12].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[12].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[12].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[13].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[13].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[13].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[14].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[14].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[14].TtwrawA321,"0","","Investment tax credit refund"
MJRAW.SLIPA[15].TtwrawA319,"","","Total qualifying SR&ED expenditures"
MJRAW.SLIPA[15].TtwrawA320,"0","","Investment tax credit"
MJRAW.SLIPA[15].TtwrawA321,"0","","Investment tax credit refund"
FDSHI.SLIPA[1].TtashiA1,"9455-4201 Quebec Inc.","9455-4201 Quebec Inc.","Name of shareholder (after name, indicate in brackets if the shareholder is a corporation, partnership, individual, or trust)"
FDSHI.SLIPA[1].TtashiA2,"70672 3806 RC0001","70672 3806 RC0001","Business number (9 digits, 2 letters, and 4 digits)"
FDSHI.SLIPA[1].TtashiA4,"1.00000","1.00000","Percentage common shares"
CCRTG[1].Ttcrtg2,"2006-06-30","","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[1].Ttcrtg59,"Y","","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[1].Ttcrtg83,"25,621","","Taxable income before specified future tax consequences from the current tax year"
CCRTG[1].Ttcrtg85,"25,621","","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[1].Ttcrtg97,"24,729","","Taxable income before specified future tax consequences from the current tax year"
CCRTG[1].Ttcrtg99,"24,729","","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[2].Ttcrtg76,"2024-03-31","2024-03-31","On:"
CCRTG[2].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[2].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[2].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
CCRTG[2].Ttcrtg3,"Y","Y","During that first year, was the corporation a CCPC or would it have been a CCPC if not for the election of subsection 89(11) ITA?"
CCRTG[2].Ttcrtg59,"Y","Y","Was the corporation a CCPC during its preceding taxation year?"
CCRTG[2].Ttcrtg4,"N","N","Corporations that become a CCPC or a DIC"
CCRTG[2].Ttcrtg5,"N","N","Corporations that were formed as a result of an amalgamation"
CCRTG[2].Ttcrtg8,"N","N","Has the corporation wound-up a subsidiary in the preceding taxation year?"
CCRTG[2].Ttcrtg16,"25,621","25,621","Taxable income for the year (DICs enter ""0"")"
CCRTG[2].Ttcrtg17,"25,621","25,621","Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[2].Ttcrtg20,"0.72000","0.72000","Nominal rate"
CCRTG[2].Ttcrtg152,"2023-03-31","2023-03-31","First previous tax year"
CCRTG[2].Ttcrtg83,"24,729","24,729","Taxable income before specified future tax consequences from the current tax year"
CCRTG[2].Ttcrtg85,"24,729","24,729","Enter the following amounts before specified future tax consequences from the current tax year: Amount on line 400, 405, 410, or 428 of the T2 return, whichever is the least"
CCRTG[2].Ttcrtg87,"24,729","24,729","Subtotal (amount B1 plus amount C1)"
CCRTG[2].Ttcrtg153,"2022-03-31","2022-03-31","Second previous tax year"
CCRTG[2].Ttcrtg154,"2021-03-31","2021-03-31","Third previous tax year"
CCRTG[3].Ttcrtg76,"2023-03-31","2023-03-31","On:"
CCRTG[3].Ttcrtg11,"N","N","Do you want to display all of the parts?"
CCRTG[3].Ttcrtg1,"N","N","Is this the corporation's first taxation year that includes January 1, 2006?"
CCRTG[3].Ttcrtg2,"2006-06-30","2006-06-30","If not, what is the date of the taxation year end of the corporation's first year that includes January 1, 2006? Enter the date and go directly to question 4."
